id,user_id,name,color,created_at
105fe01e-4d77-4d3d-a372-b89febb41f34,,苦手,#E74C3C,2026-01-25 13:20:38.910062+00
4c5cfb43-f7d0-492b-9f79-67620049c8ce,,得意,#27AE60,2026-01-25 13:20:38.910062+00
8a77aef4-b7d4-4f0e-9759-904029e82ea3,,完璧,#3498DB,2026-01-25 13:20:38.910062+00
c2612f49-df24-4427-bfc4-7636aeddd8b4,,復習必要,#F39C12,2026-01-25 13:20:38.910062+00
c8a6257f-48bc-46de-befe-1ee0cc3b6d3c,,宿題,#9B59B6,2026-01-25 13:20:38.910062+00
